iteration,train_loss,val_loss,acc,val_acc
47,0.5254214578491496,0.7711748898506164,0.8475615384615385,0.797
48,0.5107408748044977,0.7794567290306091,0.850176923076923,0.7954
49,0.5079467794527923,0.7928315059661866,0.8518769230769231,0.7944
50,0.49977161072370574,0.7945264265060424,0.8546769230769231,0.7948
51,0.49261527426364854,0.7877135889053345,0.8575846153846154,0.7964
52,0.4964034170000337,0.7795366711616516,0.8560769230769231,0.8008
53,0.48575462329047403,0.8254470032691955,0.8597,0.7918
54,0.4817671016093314,0.8181128303527831,0.8601538461538462,0.7884
55,0.4784920151220767,0.8298720803260803,0.8605846153846154,0.7914
56,0.47547488612687494,0.8130706104278564,0.8626307692307692,0.8012
57,0.47249697065200863,0.8339924196243286,0.8624692307692308,0.79
58,0.470386144595118,0.8177487064361573,0.8627153846153847,0.795
59,0.4688652125517214,0.8427259727478027,0.8638384615384616,0.7894
60,0.46786234816756306,0.815321465587616,0.8634307692307692,0.7944
61,0.409354771758745,0.7767100679397583,0.8829615384615385,0.804
62,0.38970282043176374,0.7774343413352967,0.8890230769230769,0.8032
63,0.37130847793277794,0.7828330863952637,0.8940307692307692,0.8036
64,0.36669135846080275,0.7814679179668427,0.8953923076923077,0.8054
65,0.36654088740772384,0.7763162604808808,0.8958384615384616,0.8066
66,0.35876885487690685,0.7884487702846527,0.8979538461538461,0.8016
67,0.3580054223654777,0.7870594603538513,0.8980230769230769,0.8038
68,0.35639191581684304,0.7883831037521363,0.8986846153846154,0.8052
69,0.3514590397125154,0.7934463748931885,0.9004230769230769,0.8048
70,0.3501772472825576,0.78369077501297,0.9006923076923077,0.8064
71,0.34510360735167905,0.7870021869659424,0.9020923076923076,0.8058
72,0.34844909562897963,0.7887426068305969,0.9018769230769231,0.808
73,0.342363197165798,0.7982195964336395,0.9014384615384615,0.804
74,0.34149606445232245,0.7939482201576233,0.9029307692307692,0.805
75,0.33925388734347706,0.794975214099884,0.9040769230769231,0.805
76,0.33526253337993867,0.8032356536865234,0.9043538461538462,0.8038
77,0.33265059754457765,0.8037423919200897,0.9047307692307692,0.806
78,0.33724458923372697,0.8039151119232177,0.9034307692307693,0.8046
79,0.3355904490811618,0.8021542556285858,0.9048,0.8044
80,0.33467962437375326,0.8085368143558502,0.9048538461538461,0.8044
81,0.3315019962399846,0.8072378056526184,0.9061615384615385,0.804
82,0.3305828088351826,0.7988871872901917,0.9054615384615384,0.8052
83,0.32598264105471336,0.8091772054195404,0.9080769230769231,0.8056
84,0.3206826989194305,0.8125031186580658,0.9090076923076923,0.8048
85,0.3244129044011118,0.8106184351921082,0.9080615384615385,0.8056
86,0.32204094169822733,0.8174268495559692,0.9084307692307693,0.805
87,0.322669871290779,0.8148559412002564,0.9081307692307692,0.8044
88,0.32112018552821453,0.8157592659473419,0.9091076923076923,0.804
89,0.32001473183384327,0.8098551301956177,0.9086846153846154,0.804
90,0.3130487799131143,0.8102649955749511,0.9113076923076923,0.804
