iteration,train_loss,val_loss,acc,val_acc
1,4.128748535405933,3.661171257019043,0.0683,0.1286
2,3.2667997150909245,3.052431713104248,0.20765384615384616,0.2646
3,2.722747871021586,2.5532642539978028,0.3177,0.3606
4,2.3751274327358862,2.137542338180542,0.39584615384615385,0.4414
5,2.110036396722155,2.1455225509643556,0.45385384615384616,0.4504
6,1.923860294260378,1.907349140548706,0.4974230769230769,0.5014
7,1.7791108034961804,1.9172541625976562,0.5318923076923077,0.5262
8,1.6650910088865776,1.5904715381622314,0.5590384615384615,0.5844
9,1.5736450356995966,1.64453489818573,0.5822615384615385,0.5698
10,1.5020579072668796,1.5721571872711182,0.5982307692307692,0.5784
11,1.446377986646074,1.4437154090881348,0.612423076923077,0.6114
12,1.3945286251663223,1.494182735300064,0.6242307692307693,0.602
13,1.3525150102658534,1.503012177848816,0.634576923076923,0.5982
14,1.3080690448561052,1.3867086568832399,0.6449230769230769,0.6156
15,1.2755393431646618,1.3630507568359376,0.6532846153846154,0.6316
16,1.2481430255052612,1.2444775449752807,0.6592923076923077,0.6696
17,1.218001100784681,1.286993805885315,0.6668076923076923,0.6516
18,1.1943606858647715,1.271157504081726,0.6733384615384616,0.6664
19,1.1733483249160248,1.231538084936142,0.6779461538461539,0.6672
20,1.1567421495093135,1.1600610982894897,0.6828307692307692,0.6828
21,1.1353123203271955,1.2274112663269043,0.6875769230769231,0.6712
22,1.1200833526535297,1.214057817840576,0.6916692307692308,0.6776
23,1.1052853998940761,1.225862290763855,0.6948,0.6716
24,1.0964552832283372,1.1320154884338378,0.6963076923076923,0.6882
25,1.083809074630418,1.1903586233139039,0.701123076923077,0.6778
26,1.0698902153476018,1.2357088100433349,0.7040692307692308,0.6702
27,1.0653367569948744,1.1291803857803344,0.7046461538461538,0.6928
28,1.0549978556360786,1.1577607341766358,0.7083,0.6818
29,1.0453830925146426,1.1077572254180907,0.7103769230769231,0.6992
30,1.0347281203964565,1.1559065377235413,0.7118692307692308,0.697
31,0.7672403986001108,0.7793576376914978,0.7841769230769231,0.785
32,0.6863025156121085,0.7643991082191467,0.8051538461538461,0.791
33,0.6497597130030159,0.75024837038517,0.8149615384615385,0.7954
34,0.6290692223279964,0.7435549663305283,0.8197769230769231,0.7986
35,0.6135856576381237,0.7422954001426697,0.8246,0.7998
36,0.6011961857223604,0.7479841806650162,0.8280153846153846,0.8008
37,0.5865794302030342,0.7452811234474183,0.8316769230769231,0.7994
38,0.5730263989448078,0.7484515179157257,0.8357,0.8008
39,0.5592334848337286,0.7620672732830047,0.8392384615384615,0.7976
40,0.5540671921298495,0.7701377032279968,0.8403,0.7918
41,0.5460975150042396,0.7628989832639694,0.8426076923076923,0.7962
42,0.5363556037796294,0.7803185683250428,0.8455769230769231,0.7938
43,0.525608718717896,0.7817205256223678,0.8480076923076924,0.7978
44,0.5200653519686751,0.7754525020122528,0.8506769230769231,0.7994
45,0.5137013163358912,0.7759155649185181,0.8524461538461539,0.7944
46,0.5044057170941135,0.7768775453209877,0.854223076923077,0.7954
47,0.49748157456106556,0.7874201213359833,0.8560307692307693,0.7914
48,0.4884246087185745,0.7821899608135223,0.8580615384615384,0.794
49,0.48092159416203895,0.7968965776920318,0.8608307692307692,0.7932
50,0.47911017593436356,0.8023445680379867,0.8607076923076923,0.7946
51,0.47389922647436306,0.7997105551719665,0.8623307692307692,0.7918
52,0.4640719976686821,0.8035051022291183,0.8659153846153846,0.7922
53,0.4716001484895081,0.78399615046978,0.8644307692307692,0.7956
54,0.4620470617142484,0.8036841159820557,0.8667307692307692,0.7938
55,0.45478026323959114,0.8172947680950164,0.8686230769230769,0.791
56,0.4532306687099727,0.8242931232690811,0.8694076923076923,0.792
57,0.44725280392944344,0.8457006410360336,0.8716769230769231,0.7918
58,0.4442142430311582,0.8369480454921723,0.8722461538461539,0.7888
59,0.4425718100140179,0.8363475644588471,0.8722384615384615,0.787
60,0.44139594530437404,0.8407386614799499,0.8714153846153846,0.7894
61,0.3807141252126046,0.7908577311396598,0.8910692307692307,0.8012
62,0.36801162370898594,0.7914091582655907,0.8960384615384616,0.8044
63,0.3538428402733146,0.7905122748076916,0.9005461538461539,0.8024
64,0.3559813300719646,0.7914645210921765,0.8991384615384616,0.8036
65,0.3465264738192709,0.7928833306729793,0.9022538461538462,0.8044
66,0.34289072103446394,0.7932889037251473,0.9032461538461538,0.804
67,0.336672627447745,0.7930783846974373,0.9044538461538462,0.8042
68,0.3357129163130766,0.7932261718630791,0.9051769230769231,0.8048
69,0.3357778755786616,0.7940665890812874,0.9050538461538462,0.8026
70,0.32829810544027116,0.8007780679523945,0.9077,0.7998
71,0.3277412291440203,0.7973856733798981,0.9074230769230769,0.803
72,0.3284518233258424,0.8032453491568565,0.9071153846153847,0.802
73,0.32368485038498723,0.8031602587580681,0.9090923076923076,0.803
74,0.322010460449016,0.7997849160909652,0.9090153846153847,0.8036
75,0.32280723311329684,0.8086759412765503,0.9089,0.8044
76,0.32008563999937273,0.8022380969524383,0.9093846153846153,0.8056
77,0.31894462494780934,0.810625306725502,0.9102923076923077,0.8004
78,0.3176787108637569,0.8109513565540314,0.9112846153846154,0.8028
79,0.310446406413955,0.8071231902837753,0.9125307692307693,0.8044
80,0.3161419804508644,0.8144838804006577,0.9104692307692308,0.8022
81,0.3115822112070411,0.8122623192369938,0.9113307692307693,0.8034
82,0.31025398296018053,0.8196961030602455,0.9122769230769231,0.8052
83,0.31070031753675204,0.8199400550365448,0.9119923076923077,0.8014
84,0.3096014374471086,0.8167291388571263,0.9134769230769231,0.802
85,0.3074131904639245,0.8122828346014023,0.9135230769230769,0.8028
86,0.309160036445544,0.8150801258921623,0.9128076923076923,0.802
87,0.30276048250173726,0.8228276903271675,0.9151153846153847,0.8
88,0.30350614677175997,0.823590218281746,0.9142692307692307,0.7996
89,0.3003598623139065,0.8313687957763672,0.9156538461538462,0.7994
90,0.3018570898878058,0.8288294543743133,0.9153538461538462,0.8004
