iteration,train_loss,val_loss,acc,val_acc
1,4.088796057100371,3.504670212554932,0.0751,0.1578
2,3.1873965559043285,3.0111132720947267,0.22321538461538462,0.2602
3,2.659988263225931,2.3896663749694826,0.33321538461538464,0.3854
4,2.3363423379152777,2.545631527709961,0.4037846153846154,0.369
5,2.0986038171869565,2.073079248046875,0.45813846153846155,0.4552
6,1.9177441930207682,2.116984673690796,0.5002076923076924,0.4728
7,1.7806936076541586,1.6592777935028076,0.530823076923077,0.5594
8,1.665823629991276,1.642074552154541,0.5578153846153846,0.562
9,1.5778267374188881,1.7573794052124023,0.5782076923076923,0.5416
10,1.5065770214936864,1.5287828170776367,0.5974,0.5958
11,1.4480484710551622,1.4336885768890382,0.6116846153846154,0.6136
12,1.3945175967230572,1.4684033786773683,0.6248384615384616,0.61
13,1.347699485308542,1.4670487266540528,0.6348769230769231,0.612
14,1.314980914038936,1.3097797805786133,0.6432307692307693,0.6464
15,1.279180874974709,1.486899461746216,0.6524307692307693,0.5996
16,1.245428915274894,1.3427284307479859,0.6601538461538462,0.6424
17,1.2192117434552336,1.3432484294891358,0.6672384615384616,0.6416
18,1.1964534116307581,1.1648127968788147,0.6725153846153846,0.6816
19,1.1712460924438604,1.1983840984344483,0.6782384615384616,0.6672
20,1.1552135034456967,1.160514412689209,0.6815384615384615,0.6852
21,1.142484682458123,1.2068699073791505,0.6864923076923077,0.6762
22,1.1248453698876335,1.2338243906021118,0.6903538461538462,0.6718
23,1.1179442791136232,1.1576408767700195,0.6919307692307692,0.6904
24,1.1034789960684739,1.1006889630794525,0.6957615384615384,0.696
25,1.089349138983122,1.1712462871551514,0.6998615384615384,0.6754
26,1.0764262476187991,1.1784861724853515,0.7018615384615384,0.6762
27,1.0671460608563086,1.2192116577148437,0.7052923076923077,0.6692
28,1.054731648561992,1.3309500080108643,0.7070461538461539,0.646
29,1.0503605049778157,1.20317981300354,0.7092615384615385,0.68
30,1.0458185546628134,1.100490583229065,0.7099,0.6998
31,0.7640748776378125,0.7441610137939453,0.7849692307692308,0.7902
32,0.6841040217266308,0.7371513319015502,0.8065692307692308,0.7916
33,0.6581210371136196,0.7243252809524536,0.8115307692307693,0.799
34,0.6368930499091392,0.7241575695037842,0.8177153846153846,0.801
35,0.6127852275967598,0.7273666509628296,0.8245153846153846,0.8014
36,0.6034478260365528,0.7169004696846009,0.8255923076923077,0.7988
37,0.5883582546192361,0.7094703987121582,0.831223076923077,0.804
38,0.5733823541287831,0.7222834968090057,0.8353923076923077,0.8054
39,0.565144682332404,0.7120968172073364,0.8375846153846154,0.807
40,0.5574042620503996,0.7153956077575684,0.8394307692307692,0.8068
41,0.5475418367019789,0.7197474662780762,0.8429307692307693,0.8052
42,0.5407182774323178,0.7327221522331238,0.8442846153846154,0.8098
43,0.533632447605762,0.7337533072471618,0.8447307692307693,0.8074
44,0.5223748109296081,0.7414886562347413,0.8499615384615384,0.8078
45,0.5174016266709237,0.7352717467308044,0.8505076923076923,0.806
46,0.5075286031942668,0.7544722955703735,0.8525,0.8046
47,0.5033415888003477,0.72482962474823,0.8538846153846154,0.8064
48,0.49600307636080293,0.7406163432121277,0.8550615384615384,0.8056
49,0.48927777719603277,0.7451910508155822,0.859323076923077,0.8028
50,0.4843850867661435,0.7575669273376465,0.8591384615384615,0.8014
51,0.4823876703524683,0.754788019657135,0.8601692307692308,0.8048
52,0.4761342128636096,0.7778032196044922,0.8623692307692308,0.8002
53,0.4695830039064011,0.7746716892719269,0.8644461538461539,0.801
54,0.4637960851280473,0.7597835187911988,0.8654615384615385,0.7988
55,0.46155814147429675,0.7758925461769104,0.8648769230769231,0.798
56,0.4569675815328369,0.7977041166305542,0.8668923076923077,0.799
57,0.45643046335500526,0.8128348663330078,0.8679923076923077,0.798
58,0.4503856440786067,0.7848433260917663,0.8694153846153846,0.802
59,0.4508186157968805,0.7984592539787293,0.8699923076923077,0.8036
60,0.44817433113188254,0.819283842086792,0.870423076923077,0.793
61,0.3893546424806118,0.7642290954589843,0.8890692307692307,0.81
62,0.3698417148369504,0.7557876491546631,0.8963230769230769,0.808
63,0.35789995431518695,0.7662240098953247,0.8987307692307692,0.8094
